Ron_ohm,ODT_ohm,trace_length_mm,C_decap_nF,overshoot_pct,undershoot_pct,prop_delay_ps,eye_height_mV,SSN_mV,transition_pp_mV,setup_margin_ps,rise_time_ps,analysis_pass
40.0,80.0,15.0,1000.0,0.0,14.6748,97.1743,267.9705,86.0582,227.6209,56.3866,43.4767,1
40.0,80.0,15.0,220.0,0.0,14.6734,97.1764,267.9499,86.0581,227.6185,56.387,43.476,1
40.0,80.0,15.0,2200.0,0.0,14.6751,97.1739,267.9736,86.0582,227.6212,56.3866,43.4768,1
40.0,80.0,15.0,47.0,0.0,14.6664,97.1866,267.8528,86.0574,227.6072,56.3887,43.4725,1
40.0,80.0,15.0,470.0,0.0,14.6744,97.1749,267.9639,86.0582,227.6201,56.3868,43.4765,1
40.0,80.0,15.0,4700.0,0.0,14.6752,97.1738,267.975,86.0582,227.6214,56.3866,43.4769,1
40.0,80.0,15.0,680.0,0.0,14.6746,97.1745,267.9677,86.0582,227.6205,56.3867,43.4766,1
40.0,80.0,20.0,100.0,0.0,14.8401,122.6286,286.9037,79.6303,228.8927,56.1764,43.8972,1
40.0,80.0,20.0,1000.0,0.0,14.8478,122.6002,287.1029,79.6304,228.8988,56.1802,43.8896,1
40.0,80.0,20.0,220.0,0.0,14.8448,122.6104,287.0313,79.6303,228.8964,56.1791,43.8918,1
40.0,80.0,20.0,2200.0,0.0,14.8483,122.5993,287.11,79.6304,228.8992,56.1801,43.8897,1
40.0,80.0,20.0,47.0,0.0,14.8304,122.6664,286.6399,79.6302,228.8851,56.1709,43.9082,1
40.0,80.0,20.0,470.0,0.0,14.8468,122.6023,287.0879,79.6304,228.898,56.1803,43.8894,1
40.0,80.0,20.0,4700.0,0.0,14.8485,122.5988,287.1131,79.6304,228.8993,56.1801,43.8898,1
40.0,80.0,20.0,680.0,0.0,14.8474,122.6011,287.0969,79.6304,228.8985,56.1802,43.8895,1
40.0,80.0,25.0,100.0,0.0,15.0016,151.8451,280.1659,83.0347,225.1493,56.0488,44.1524,1
40.0,80.0,25.0,1000.0,0.0,15.0073,151.8362,280.239,83.0348,225.1553,56.0475,44.155,1
40.0,80.0,25.0,220.0,0.0,15.0051,151.8397,280.2102,83.0348,225.1529,56.048,44.154,1
40.0,80.0,25.0,2200.0,0.0,15.0077,151.8356,280.2434,83.0348,225.1556,56.0474,44.1552,1
40.0,80.0,25.0,47.0,0.0,14.9945,151.8563,280.0743,83.0345,225.1418,56.0504,44.1492,1
40.0,80.0,25.0,470.0,0.0,15.0066,151.8373,280.2298,83.0348,225.1545,56.0477,44.1547,1
40.0,80.0,25.0,4700.0,0.0,15.0078,151.8354,280.2454,83.0349,225.1558,56.0474,44.1552,1
40.0,80.0,25.0,680.0,0.0,15.007,151.8366,280.2352,83.0348,225.155,56.0476,44.1549,1
40.0,80.0,5.0,100.0,0.0,14.8761,41.446,272.2384,87.9015,223.4859,56.0838,44.0825,1
40.0,80.0,5.0,1000.0,0.0,14.8799,41.439,272.2942,87.9018,223.4918,56.0834,44.0832,1
40.0,80.0,5.0,220.0,0.0,14.8784,41.4418,272.2722,87.9016,223.4895,56.0836,44.0829,1
40.0,80.0,5.0,2200.0,0.0,14.8801,41.4386,272.2975,87.9018,223.4922,56.0834,44.0832,1
40.0,80.0,5.0,47.0,0.0,14.8713,41.4548,272.1686,87.9011,223.4784,56.0842,44.0816,1
40.0,80.0,5.0,470.0,0.0,14.8794,41.4399,272.2872,87.9017,223.4911,56.0835,44.0831,1
40.0,80.0,5.0,4700.0,0.0,14.8802,41.4384,272.299,87.9018,223.4923,56.0834,44.0832,1
40.0,80.0,5.0,680.0,0.0,14.8797,41.4394,272.2912,87.9018,223.4915,56.0834,44.0831,1
